planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity
mu Ara c,Confirmed,9.6386,0.09094,mu Ara,5.15,5700,15.3,1.743343078
mu Ara d,Confirmed,310.55,0.921,mu Ara,5.15,5700,15.3,1.743343078
mu Ara e,Confirmed,4205.8,5.235,mu Ara,5.15,5700,15.3,1.743343078
NGTS-11 b,Confirmed,35.455285,0.2,NGTS-11,10.81796395,5050,191.5,1.476223036
NGTS-11 c,Confirmed,12.77,23.20727704,NGTS-11,10.81796395,5050,191.5,1.476223036
NLTT 31450 b,Confirmed,1585.448733,487,NLTT 730,15.43,3233,34.9227,0.000701804
NLTT 35024 b,Confirmed,412.73,0.608,NLTT 35024,18.34,2837,25.945,2.66E-05
NLTT 35024 c,Confirmed,1585.448733,24000,NLTT 35024,18.34,2837,25.945,2.66E-05
NLTT 730 b,Confirmed,1585.448733,5070,NLTT 730,15.43,3233,34.9227,0.000701804
NN Ser (AB)c,Confirmed,5660,5.38,NN Ser (AB),16.6,5319.019429,500,0.048971117
NN Ser (AB)d,Confirmed,2830,3.39,NN Ser (AB),16.6,5319.019429,500,0.048971117
NN Ser (AB)e,Confirmed,7371,6.43,NN Ser (AB),16.6,5319.019429,500,0.048971117
NSVS 1425 (AB) b,Confirmed,2542,1.9,NSVS 1425 (AB),13.2,42000,479.7811606,1.032966843
NSVS 1425 (AB) c,Confirmed,5723,2.9,NSVS 1425 (AB),13.2,42000,479.7811606,1.032966843
nu2 CMa b,Confirmed,736.9,1.761,nu2 CMa,3.96,4792,19.75,8.692289854
nu2 CMa c,Confirmed,988.9,2.143,nu2 CMa,3.96,4792,19.75,8.692289854
nu2 Lup b,Confirmed,11.577794,0.0963,nu2 Lup,5.65,5319.019429,14.8,1.029256055
nu2 Lup c,Confirmed,27.592076,0.1717,nu2 Lup,5.65,5319.019429,14.8,1.029256055
nu2 Lup d,Confirmed,107.1363,0.424,nu2 Lup,5.65,5319.019429,14.8,1.029256055
nu Oph b,Confirmed,530.21,1.79,nu Oph,3.33,4928,46.8,87.19502492
nu Oph c,Confirmed,3184.83,5.931,nu Oph,3.33,4928,46.8,87.19502492
NY Vir (AB)b,Confirmed,2987.745,3.39,NY Vir (AB),13.3,33000,479.7811606,0.942076957
NY Vir (AB)c,Confirmed,9861.75,7.54,NY Vir (AB),13.3,33000,479.7811606,0.942076957
OGLE-2006-109L b,Confirmed,1790,2.3,OGLE-2006-BLG-109L,10.81796395,5319.019429,1510,91.78428226
OGLE-2006-109L c,Confirmed,4931,4.5,OGLE-2006-BLG-109L,10.81796395,5319.019429,1510,91.78428226
OGLE-2012-BLG-0026L b,Confirmed,1585.448733,3.82,OGLE-2012-BLG-0026L,10.81796395,5319.019429,4080,670.0924855
OGLE-2012-BLG-0026L c,Confirmed,1585.448733,4.63,OGLE-2012-BLG-0026L,10.81796395,5319.019429,4080,670.0924855
OGLE-2014-BLG-1722L b,Confirmed,1585.448733,1.9,OGLE-2014-BLG-1722L,10.81796395,5319.019429,6400,1648.824263
OGLE-2014-BLG-1722L c,Confirmed,1585.448733,2.5,OGLE-2014-BLG-1722L,10.81796395,5319.019429,6400,1648.824263
OGLE-2018-BLG-1011L b,Confirmed,1585.448733,1.8,OGLE-2018BLG-1011L,10.81796395,5319.019429,7100,2029.229275
OGLE-2018-BLG-1011L c,Confirmed,1585.448733,0.8,OGLE-2018BLG-1011L,10.81796395,5319.019429,7100,2029.229275
OGLE-2019-BLG-0299 b,Confirmed,1585.448733,2.8,KMT-2017-BLG-2509,10.81796395,5319.019429,7040,1995.077358
OGLE-2019-BLG-0468L b,Confirmed,1585.448733,3.29,OGLE-2019-BLG-0468L,10.81796395,5319.019429,4400,779.3270929
OGLE-2019-BLG-0468L c,Confirmed,1585.448733,2.77,OGLE-2019-BLG-0468L,10.81796395,5319.019429,4400,779.3270929
PDS 70 b,Confirmed,45108,22.7,PDS 70,12.233,4237,113.43,0.140687614
PDS 70 c,Confirmed,69945,30.2,PDS 70,12.233,4237,113.43,0.140687614
pi Men b,Confirmed,2088.33,3.308,pi Men,5.67,6037,18.37,1.556747986
pi Men c,Confirmed,6.267852,0.06702,pi Men,5.67,6037,18.37,1.556747986
pi Men d,Confirmed,124.64,23.20727704,pi Men,5.67,6037,18.37,1.556747986
Pr 0211 b,Confirmed,2.14609,0.03184,Pr 0211,12.15,5319.019429,170,0.341112664
Pr 0211 c,Confirmed,5300,5.8,Pr 0211,12.15,5319.019429,170,0.341112664
Proxima Centauri b,Confirmed,11.1881,0.04856,Proxima Centauri,11.13,3050,1.295,5.06E-05
Proxima Centauri d,Confirmed,5.167,0.02885,Proxima Centauri,11.13,3050,1.295,5.06E-05
PSR B0943+10 b,Confirmed,730,1.8,PSR B0943+10,10.81796395,5319.019429,479.7811606,9.266181505
PSR B0943+10 c,Confirmed,1460,2.9,PSR B0943+10,10.81796395,5319.019429,479.7811606,9.266181505
PSR B1257+12 b,Confirmed,25.262,0.19,PSR B1257+12,10.81796395,5319.019429,710,20.29229275
PSR B1257+12 c,Confirmed,66.5419,0.36,PSR B1257+12,10.81796395,5319.019429,710,20.29229275
PSR B1257+12 d,Confirmed,98.2114,0.46,PSR B1257+12,10.81796395,5319.019429,710,20.29229275
rho CrB b,Confirmed,39.8438,0.2245,rho CrB,5.4,5822,17.43,1.797193231
rho Crb c,Confirmed,102.19,0.4206,rho CrB,5.4,5822,17.43,1.797193231
rho Crb d,Confirmed,282.2,0.827,rho CrB,5.4,5822,17.43,1.797193231
rho Crb e,Confirmed,12.949,0.1061,rho CrB,5.4,5822,17.43,1.797193231
tau Cet e,Confirmed,162.87,0.538,tau Cet,3.5,5344,3.65,0.453508811
tau Cet f,Confirmed,636.13,1.334,tau Cet,3.5,5344,3.65,0.453508811
tau Cet g,Confirmed,20,0.133,tau Cet,3.5,5344,3.65,0.453508811
tau Cet h,Confirmed,49.41,0.243,tau Cet,3.5,5344,3.65,0.453508811
Teegarden's b,Confirmed,4.90634,0.0259,Teegarden's,10.81796395,5319.019429,3.831,0.000590798
Teegarden's c,Confirmed,11.416,0.0455,Teegarden's,10.81796395,5319.019429,3.831,0.000590798
Teegarden's d,Confirmed,26.13,0.0791,Teegarden's,10.81796395,5319.019429,3.831,0.000590798
TIC 139270665 b,Confirmed,23.624,0.163,TIC 139270665,10.81796395,5844,147.8,0.879353081
TIC 139270665 c,Confirmed,1010,2,TIC 139270665,10.81796395,5844,147.8,0.879353081
TIC 434398831 b,Confirmed,3.685504,0.04641,TIC 434398831,11.7,5638,214.1,0.818904645
TIC 434398831 c,Confirmed,6.210291,0.06572,TIC 434398831,11.7,5638,214.1,0.818904645
TOI-1052 b,Confirmed,9.139703,0.09103,TOI-1052,9.5,6146,128.7,2.244693732
TOI-1052 c,Confirmed,35.806,0.2263,TOI-1052,9.5,6146,128.7,2.244693732
TOI-1062 b,Confirmed,4.11412,0.052,TOI-1062,10.25,5328,82.2,0.458927027
TOI-1062 c,Confirmed,1585.448733,23.20727704,TOI-1062,10.25,5328,82.2,0.458927027
TOI-1064 b,Confirmed,6.443868,0.06152,TOI-1064,11,4734,68.81,0.161177018
TOI-1064 c,Confirmed,12.226574,0.09429,TOI-1064,11,4734,68.81,0.161177018
TOI-1097 b,Confirmed,9.188526,23.20727704,TOI-1097,10.81796395,5881,79.56,0.254802668
TOI-1097 c,Confirmed,13.900148,23.20727704,TOI-1097,10.81796395,5881,79.56,0.254802668
TOI-1130 b,Confirmed,4.074554,0.0453,TOI-1130,11.59,4250,58.26,0.067102849
TOI-1130 c,Confirmed,8.3501898,0.0731,TOI-1130,11.59,4250,58.26,0.067102849
TOI-1136 b,Confirmed,4.17278,0.05106,TOI-1136,9.5,5770,84.536,0.968463793
TOI-1136 c,Confirmed,6.2574,0.0669,TOI-1136,9.5,5770,84.536,0.968463793
TOI-1136 d,Confirmed,12.5199,0.1062,TOI-1136,9.5,5770,84.536,0.968463793
TOI-1136 e,Confirmed,18.802,0.139,TOI-1136,9.5,5770,84.536,0.968463793
TOI-1136 f,Confirmed,26.3213,0.174,TOI-1136,9.5,5770,84.536,0.968463793
TOI-1136 g,Confirmed,39.544,0.229,TOI-1136,9.5,5770,84.536,0.968463793
TOI-1224 b,Confirmed,4.1782745,0.0355,TOI-1224,14,3326,37.28,0.002985051
TOI-1224 c,Confirmed,17.945466,23.20727704,TOI-1224,14,3326,37.28,0.002985051
TOI-1238 b,Confirmed,0.764597,0.0139,TOI-1238,12.8,4089,70.6424,0.03236912
TOI-1238 c,Confirmed,3.294736,0.037,TOI-1238,12.8,4089,70.6424,0.03236912
TOI-1246 b,Confirmed,4.30744,0.049,TOI-1246,11.6,5141,170.7,0.570777759
TOI-1246 c,Confirmed,5.904144,0.061,TOI-1246,11.6,5141,170.7,0.570777759
TOI-1246 d,Confirmed,18.6559,0.131,TOI-1246,11.6,5141,170.7,0.570777759
TOI-1246 e,Confirmed,37.9216,0.211,TOI-1246,11.6,5141,170.7,0.570777759
TOI-125 b,Confirmed,4.65382,0.05186,TOI-125,10.81796395,5320,111.4,0.499556717
TOI-125 c,Confirmed,9.15059,0.0814,TOI-125,10.81796395,5320,111.4,0.499556717
TOI-125 d,Confirmed,19.98,0.137,TOI-125,10.81796395,5320,111.4,0.499556717
TOI-1260 b,Confirmed,3.127463,0.0367,TOI-1260,11.9,4227,73.41,0.080077489
TOI-1260 c,Confirmed,7.493134,0.0657,TOI-1260,11.9,4227,73.41,0.080077489
TOI-1260 d,Confirmed,16.608,0.1116,TOI-1260,11.9,4227,73.41,0.080077489
TOI-1266 b,Confirmed,10.894841,0.0728,TOI-1266,13,3600,36.05,0.007011494
TOI-1266 c,Confirmed,18.801611,0.1047,TOI-1266,13,3600,36.05,0.007011494
TOI-1266 d,Confirmed,32.509,0.1513,TOI-1266,13,3600,36.05,0.007011494
TOI-1272 b,Confirmed,3.31599,0.0412,TOI-1272,10.81796395,5319.019429,479.7811606,9.266181505
TOI-1272 c,Confirmed,8.689,0.0783,TOI-1272,10.81796395,5319.019429,479.7811606,9.266181505
TOI-1288 b,Confirmed,2.6998,0.0429,TOI-1288,10.4,5225,114.7,0.77826381
TOI-1288 c,Confirmed,443,23.20727704,TOI-1288,10.4,5225,114.7,0.77826381
TOI-1294 b,Confirmed,3.91529,0.0489,TOI-1294,11.31,5714,332.648,2.83119533
TOI-1294 c,Confirmed,160.1,0.581,TOI-1294,11.31,5714,332.648,2.83119533
TOI-1338 (AB)b,Confirmed,95.174,0.4607,TOI-1338,11.5,5723,399,3.419367593
TOI-1338 (AB)c,Confirmed,215.5,0.794,TOI-1338,11.5,5723,399,3.419367593
TOI-1347 b,Confirmed,0.847423431,0.0171,TOI-1347,11.2,5464,147.5,0.616004721
TOI-1347 c,Confirmed,4.841962,23.20727704,TOI-1347,11.2,5464,147.5,0.616004721
TOI-1386 b,Confirmed,25.83839,0.1732,TOI-1386,10.81796395,5319.019429,479.7811606,9.266181505
TOI-1386 c,Confirmed,227.6,0.739,TOI-1386,10.81796395,5319.019429,479.7811606,9.266181505
TOI-1408 b,Confirmed,4.424711,0.058,TOI-1408,9.3,6594,139.484,3.169923536
TOI-1408 c,Confirmed,2.1664,0.03587,TOI-1408,9.3,6594,139.484,3.169923536
TOI-1410 Ab,Confirmed,1.2169,0.02,TOI-1410 A,11,4507,72.75,0.180163162
TOI-1410 Ac,Confirmed,47.56,0.239,TOI-1410 A,11,4507,72.75,0.180163162
TOI-1416 b,Confirmed,1.0697564,0.019,TOI-1416,10.81796395,4884,55.044,0.121964768
TOI-1416 c,Confirmed,29.5306,0.1734,TOI-1416,10.81796395,4884,55.044,0.121964768
TOI-1422 b,Confirmed,12.9972,0.108,TOI-1422,10.81796395,5840,154.56,0.961631409
TOI-1422 c,Confirmed,29.29,0.185,TOI-1422,10.81796395,5840,154.56,0.961631409
TOI-1444 b,Confirmed,0.4702694,23.20727704,TOI-1444,11,5430,125,0.531887796
TOI-1444 c,Confirmed,16.086,23.20727704,TOI-1444,11,5430,125,0.531887796
TOI-1450 Ab,Confirmed,2.0439276,23.20727704,TOI-1450 A,10.81796395,3437,22.433,0.020257653
TOI-1450 Ac,Confirmed,5.069,23.20727704,TOI-1450 A,10.81796395,3437,22.433,0.020257653
TOI-1468 b,Confirmed,1.8805136,0.0208,TOI-1468,12,3496,24.72,0.00828127
TOI-1468 c,Confirmed,15.532482,0.0849,TOI-1468,12,3496,24.72,0.00828127
TOI-1470 b,Confirmed,2.527093,0.0285,TOI-1470,13.5,3709,51.9503,0.009187051
TOI-1470 c,Confirmed,18.08816,0.106,TOI-1470,13.5,3709,51.9503,0.009187051
TOI-1471 b,Confirmed,20.772907,0.1438,TOI-1471,10,5609,62.29,0.331769655
TOI-1471 c,Confirmed,52.563491,0.2669,TOI-1471,10,5609,62.29,0.331769655
TOI-1634 Ab,Confirmed,0.989343,0.01545,TOI-1634 A,13.2,3550,35.274,0.005583537
TOI-1634 Ac,Confirmed,103,23.20727704,TOI-1634 A,13.2,3550,35.274,0.005583537
TOI-1669 b,Confirmed,2.68005,23.20727704,TOI-1669,10.3,5319.019429,111.75,0.810018735
TOI-1669 c,Confirmed,501,23.20727704,TOI-1669,10.3,5319.019429,111.75,0.810018735
TOI-1670 b,Confirmed,10.98462,0.103,TOI-1670,9.9,6170,165.72,2.57483764
TOI-1670 c,Confirmed,40.7750145,0.249,TOI-1670,9.9,6170,165.72,2.57483764
TOI-1694 b,Confirmed,3.77018,23.20727704,TOI-1694,11.5,5319.019429,124.2,0.331316597
TOI-1694 c,Confirmed,393.2,23.20727704,TOI-1694,11.5,5319.019429,124.2,0.331316597
TOI-1736 Ab,Confirmed,7.073091,23.20727704,TOI-1736 A,9,5656,88.9482,1.699316709
TOI-1736 Ac,Confirmed,571.3,23.20727704,TOI-1736 A,9,5656,88.9482,1.699316709
TOI-1749 b,Confirmed,2.38839,0.0291,TOI-1749,13.9,3985,99.56,0.023343704
TOI-1749 c,Confirmed,4.4929,0.0443,TOI-1749,13.9,3985,99.56,0.023343704
TOI-1749 d,Confirmed,9.0497,0.0707,TOI-1749,13.9,3985,99.56,0.023343704
TOI-178 b,Confirmed,1.914558,0.02607,TOI-178,12,4316,63,0.053787468
TOI-178 c,Confirmed,3.23845,0.037,TOI-178,12,4316,63,0.053787468
TOI-178 d,Confirmed,6.5577,0.0592,TOI-178,12,4316,63,0.053787468
TOI-178 e,Confirmed,9.961881,0.0783,TOI-178,12,4316,63,0.053787468
TOI-178 f,Confirmed,15.231915,0.1039,TOI-178,12,4316,63,0.053787468
TOI-178 g,Confirmed,20.7095,0.1275,TOI-178,12,4316,63,0.053787468
TOI-1798 b,Confirmed,8.02154,0.074,TOI-1798,10.81796395,5165,113.18,0.51564855
TOI-1798 c,Confirmed,0.4378146,0.0107,TOI-1798,10.81796395,5165,113.18,0.51564855
TOI-1836 Ab,Confirmed,20.38084,0.1577,TOI-1836 A,9.77,6351,191.649,3.881620877
TOI-1836 Ac,Confirmed,1.7727471,0.03089,TOI-1836 A,9.77,6351,191.649,3.881620877
TOI-199 b,Confirmed,104.87236,0.48,TOI-199,10.7,5255,101.7,0.464132421
TOI-199 c,Confirmed,273.7,0.8,TOI-199,10.7,5255,101.7,0.464132421
TOI-2000 b,Confirmed,3.098331,0.0426,TOI-2000,11,5607,173.6,1.0258868
TOI-2000 c,Confirmed,9.1270553,0.0875,TOI-2000,11,5607,173.6,1.0258868
TOI-2015 b,Confirmed,3.3452,0.03,TOI-2015,16,3194,47.32,0.000762236
TOI-2015 c,Confirmed,6.718,23.20727704,TOI-2015,16,3194,47.32,0.000762236
TOI-2018 b,Confirmed,7.435583,23.20727704,TOI-2018,10.25,4219,28,0.053249565
TOI-2018 c,Confirmed,11.244,23.20727704,TOI-2018,10.25,4219,28,0.053249565
TOI-2076 b,Confirmed,10.35523,0.088,TOI-2076,10,5200,41.906,0.150159363
TOI-2076 c,Confirmed,21.01549,0.1411,TOI-2076,10,5200,41.906,0.150159363
TOI-2076 d,Confirmed,35.12551,0.1988,TOI-2076,10,5200,41.906,0.150159363
TOI-2095 b,Confirmed,17.774872,0.101,TOI-2095,13,3662,41.917,0.00947939
TOI-2095 c,Confirmed,28.17221,0.137,TOI-2095,13,3662,41.917,0.00947939
TOI-2096 b,Confirmed,3.1190633,0.025,TOI-2096,10.81796395,3285,48.4809,0.09461408
TOI-2096 c,Confirmed,6.38784,0.04,TOI-2096,10.81796395,3285,48.4809,0.09461408
TOI-2134 b,Confirmed,9.2292005,0.078,TOI-2134,8.9,4406,22.62,0.120499488
TOI-2134 c,Confirmed,95.5,0.371,TOI-2134,8.9,4406,22.62,0.120499488
TOI-216 b,Confirmed,17.0991,0.1293,TOI-216,12.4,5045,178.89,0.300035144
TOI-216 c,Confirmed,34.5507,0.2068,TOI-216,12.4,5045,178.89,0.300035144
TOI-2202 b,Confirmed,11.9101,0.09564,TOI-2202,10.81796395,5144,235.93,2.240684743
TOI-2202 c,Confirmed,24.6744,0.15544,TOI-2202,10.81796395,5144,235.93,2.240684743
TOI-238 b,Confirmed,1.273114,0.0212,TOI-238,10.7,5080,80.53,0.291015016
TOI-238 c,Confirmed,8.465651,0.0749,TOI-238,10.7,5080,80.53,0.291015016
TOI-2411 b,Confirmed,0.7826942,0.0144,TOI-2411,11.3,4099,59.5,0.091418466
TOI-2411 c,Confirmed,18.75,0.1197,TOI-2411,11.3,4099,59.5,0.091418466
TOI-2458 b,Confirmed,3.73659,0.0482,TOI-2458,9.2,6005,112.958,2.279470565
TOI-2458 c,Confirmed,16.553,0.1292,TOI-2458,9.2,6005,112.958,2.279470565
TOI-2525 b,Confirmed,23.2856,0.1511,TOI-2525,14.2,5096,395.398,0.279298714
TOI-2525 c,Confirmed,49.2519,0.249,TOI-2525,14.2,5096,395.398,0.279298714
TOI-266 b,Confirmed,10.75101,23.20727704,TOI-266,10,5784,101.694,0.884281746
TOI-266 c,Confirmed,19.6053,23.20727704,TOI-266,10,5784,101.694,0.884281746
TOI-270 b,Confirmed,3.35992,0.0306,TOI-270,12.6,3386,22.453,0.003931414
TOI-270 c,Confirmed,5.66051,0.0472,TOI-270,12.6,3386,22.453,0.003931414
TOI-270 d,Confirmed,11.38014,0.0733,TOI-270,12.6,3386,22.453,0.003931414
TOI-286 b,Confirmed,4.5117244,0.0503,TOI-286,9.9,5132,57.27,0.307506547
TOI-286 c,Confirmed,39.361826,0.213,TOI-286,9.9,5132,57.27,0.307506547
TOI-4010 b,Confirmed,1.348335,0.0229,TOI-4010,12.3,5104,176.5,0.320250207
TOI-4010 c,Confirmed,5.414654,0.058,TOI-4010,12.3,5104,176.5,0.320250207
TOI-4010 d,Confirmed,14.70886,0.113,TOI-4010,12.3,5104,176.5,0.320250207
TOI-4010 e,Confirmed,762,1.57,TOI-4010,12.3,5104,176.5,0.320250207
TOI-402 b,Confirmed,4.7559804,0.05245,TOI-402 A,9.1,5131,44.86,0.394201741
TOI-402 c,Confirmed,17.180546,0.1235,TOI-402 A,9.1,5131,44.86,0.394201741
TOI-406 b,Confirmed,3.307441,0.0322,TOI-406,13.8,3324,31.06,0.002491167
TOI-406 c,Confirmed,13.175682,0.0809,TOI-406,13.8,3324,31.06,0.002491167
TOI-421 Ab,Confirmed,5.197576,0.0554,TOI-421 A,9.93,5325,74.797,0.510232782
TOI-421 Ac,Confirmed,16.067541,0.117,TOI-421 A,9.93,5325,74.797,0.510232782
TOI-431 b,Confirmed,0.490047,0.0113,TOI-431,9.12,4850,32.61,0.204503901
TOI-431 c,Confirmed,4.8494,0.052,TOI-431,9.12,4850,32.61,0.204503901
TOI-431 d,Confirmed,12.46103,0.098,TOI-431,9.12,4850,32.61,0.204503901
TOI-4342 b,Confirmed,5.5382498,0.05251,TOI-4342,12.7,3901,61.543,0.026937502
TOI-4342 c,Confirmed,10.688716,0.0814,TOI-4342,12.7,3901,61.543,0.026937502
TOI-4481 b,Confirmed,0.9263237,0.01406,TOI-4481,10.81796395,3600,12.0641,0.005858741
TOI-4481 c,Confirmed,6.65064,0.0523,TOI-4481,10.81796395,3600,12.0641,0.005858741
TOI-451 Ab,Confirmed,1.8587028,0.0271,TOI-451 A,11,5550,123.74,0.521218982
TOI-451 Ac,Confirmed,9.192453,0.0823,TOI-451 A,11,5550,123.74,0.521218982
TOI-451 Ad,Confirmed,16.364932,0.1255,TOI-451 A,11,5550,123.74,0.521218982
TOI-4562 b,Confirmed,225.11757,0.771,TOI-4562,12.1,6096,346.9,1.487334321
TOI-4562 c,Confirmed,3990,5.219,TOI-4562,12.1,6096,346.9,1.487334321
TOI-4600 b,Confirmed,82.6869,0.349,TOI-4600,12.6,5170,216.45,0.365355105
TOI-4600 c,Confirmed,482.8191,1.152,TOI-4600,12.6,5170,216.45,0.365355105
TOI-469 b,Confirmed,13.63083,0.107,TOI-469,9.5,5283,68.192,0.630183251
TOI-469 c,Confirmed,3.53796,0.0436,TOI-469,9.5,5283,68.192,0.630183251
TOI-469 d,Confirmed,6.42975,0.0649,TOI-469,9.5,5283,68.192,0.630183251
TOI-500 b,Confirmed,0.5481579,0.0128,TOI-500,10.81796395,4621,47.4,0.090442197
TOI-500 c,Confirmed,6.6299,23.20727704,TOI-500,10.81796395,4621,47.4,0.090442197
TOI-500 d,Confirmed,26.235,23.20727704,TOI-500,10.81796395,4621,47.4,0.090442197
TOI-500 e,Confirmed,60.33,23.20727704,TOI-500,10.81796395,4621,47.4,0.090442197
TOI-5126 b,Confirmed,5.4588382,0.065,TOI-5126,10.14,6150,161.1,1.950702681
TOI-5126 c,Confirmed,17.8999,0.1435,TOI-5126,10.14,6150,161.1,1.950702681
TOI-5398 b,Confirmed,10.590547,0.098,TOI-5398,10.81796395,5319.019429,479.7811606,9.266181505
TOI-5398 c,Confirmed,4.77271,0.057,TOI-5398,10.81796395,5319.019429,479.7811606,9.266181505
TOI-544 b,Confirmed,1.548352,0.0225,TOI-544,11,4369,41.1,0.057502092
TOI-544 c,Confirmed,50.089,23.20727704,TOI-544,11,4369,41.1,0.057502092
TOI-554 b,Confirmed,7.0491423,0.076,TOI-554,6.9,6338,45.6181,3.092248488
TOI-554 c,Confirmed,3.04405,0.0443,TOI-554,6.9,6338,45.6181,3.092248488
TOI-561 b,Confirmed,0.4465688,0.0106,TOI-561,9.5,5326,86.01,1.002531196
TOI-561 c,Confirmed,10.778831,0.089,TOI-561,9.5,5326,86.01,1.002531196
TOI-561 d,Confirmed,25.7124,0.159,TOI-561,9.5,5326,86.01,1.002531196
TOI-561 e,Confirmed,77.03,0.33,TOI-561,9.5,5326,86.01,1.002531196
TOI-663 b,Confirmed,2.598902,0.0295,TOI-663,13.7,3681,64.23,0.011680888
TOI-663 c,Confirmed,4.6955507,0.0437,TOI-663,13.7,3681,64.23,0.011680888
TOI-663 d,Confirmed,7.1027268,0.0576,TOI-663,13.7,3681,64.23,0.011680888
TOI-682 b,Confirmed,6.8392339,0.0668,TOI-682,10.028,5085,83.1548,0.576201848
TOI-682 c,Confirmed,16.1,0.118,TOI-682,10.028,5085,83.1548,0.576201848
TOI-6883 b,Confirmed,16.24921,0.129,TOI-6883,9.5,5756,93.73,1.190576303
TOI-6883 c,Confirmed,7.8458,0.079,TOI-6883,9.5,5756,93.73,1.190576303
TOI-700 b,Confirmed,9.977219,0.0677,TOI-700,13,3480,31.127,0.005227265
TOI-700 c,Confirmed,16.051137,0.0929,TOI-700,13,3480,31.127,0.005227265
TOI-700 d,Confirmed,37.42396,0.1633,TOI-700,13,3480,31.127,0.005227265
TOI-700 e,Confirmed,27.80978,0.134,TOI-700,13,3480,31.127,0.005227265
TOI-712 b,Confirmed,9.531361,0.07928,TOI-712,10.9,4622,58.62,0.128260116
TOI-712 c,Confirmed,51.69906,0.2447,TOI-712,10.9,4622,58.62,0.128260116
TOI-712 d,Confirmed,84.8396,0.3405,TOI-712,10.9,4622,58.62,0.128260116
TOI-732 Ab,Confirmed,0.76837931,0.01195,TOI-732 A,10.81796395,3358,22.04,0.01955409
TOI-732 Ac,Confirmed,12.252284,0.0757,TOI-732 A,10.81796395,3358,22.04,0.01955409
TOI-763 Ab,Confirmed,5.6057,0.06,TOI-763 A,10.28,5450,95.39,0.601181624
TOI-763 Ac,Confirmed,12.2737,0.1,TOI-763 A,10.28,5450,95.39,0.601181624
TOI-776 b,Confirmed,8.24664,0.0652,TOI-776,11.5,3709,27.19,0.015878827
TOI-776 c,Confirmed,15.6653,0.1,TOI-776,11.5,3709,27.19,0.015878827
TOI-784 b,Confirmed,2.7970365,0.038,TOI-784,9.4,5558,64.59,0.61991275
TOI-784 c,Confirmed,42,0.22,TOI-784,9.4,5558,64.59,0.61991275
TOI-815 b,Confirmed,11.197259,0.0903,TOI-815,10.81796395,5319.019429,479.7811606,9.266181505
TOI-815 c,Confirmed,34.976145,0.193,TOI-815,10.81796395,5319.019429,479.7811606,9.266181505
TOI-836 b,Confirmed,3.81673,0.0422,TOI-836,9.9,4552,27.504,0.070923755
TOI-836 c,Confirmed,8.59545,0.075,TOI-836,9.9,4552,27.504,0.070923755
TOI-904 b,Confirmed,10.8772,0.056,TOI-904,12.6,3770,46.089,0.016565119
TOI-904 c,Confirmed,83.9997,0.312,TOI-904,12.6,3770,46.089,0.016565119
TOI-942 b,Confirmed,4.32419,0.04796,TOI-942,12,4969,153.2732,0.318370229
TOI-942 c,Confirmed,10.15643,0.0847,TOI-942,12,4969,153.2732,0.318370229
TOI-969 b,Confirmed,1.8237305,0.02636,TOI-969,12,4435,77.83,0.082090719
TOI-969 c,Confirmed,1730,2.54,TOI-969,12,4435,77.83,0.082090719
TRAPPIST-1 b,Confirmed,1.51087081,0.01111,TRAPPIST-1,18.798,2560,12.1,3.79E-06
TRAPPIST-1 c,Confirmed,2.4218233,0.01521,TRAPPIST-1,18.798,2560,12.1,3.79E-06
TRAPPIST-1 d,Confirmed,4.04961,0.02144,TRAPPIST-1,18.798,2560,12.1,3.79E-06
TRAPPIST-1 e,Confirmed,6.099615,0.02817,TRAPPIST-1,18.798,2560,12.1,3.79E-06
TRAPPIST-1 f,Confirmed,9.20669,0.0371,TRAPPIST-1,18.798,2560,12.1,3.79E-06
TRAPPIST-1 g,Confirmed,12.35294,0.0451,TRAPPIST-1,18.798,2560,12.1,3.79E-06
TRAPPIST-1 h,Confirmed,20,0.063,TRAPPIST-1,18.798,2560,12.1,3.79E-06
TYC 1422-614-1 b,Confirmed,198.44,0.6879,TYC 1422-614-1,10.21,4806,759,40.59602879
TYC 1422-614-1 c,Confirmed,569.2,1.3916,TYC 1422-614-1,10.21,4806,759,40.59602879
TYC 8998-760-1 b,Confirmed,1585.448733,162,TYC 8998-760-1,11.13,4573,94.6,0.270260311
TYC 8998-760-1 c,Confirmed,1585.448733,320,TYC 8998-760-1,11.13,4573,94.6,0.270260311
ups And Ab,Confirmed,4.61711,0.059,ups And A,4.09,6212,13.47,3.587031508
ups And Ac,Confirmed,240.937,0.861,ups And A,4.09,6212,13.47,3.587031508
ups And Ad,Confirmed,1281.439,2.55,ups And A,4.09,6212,13.47,3.587031508
ups And Ae,Confirmed,3848.86,5.2456,ups And A,4.09,6212,13.47,3.587031508
UZ For (AB) b,Confirmed,5800,5.9,UZ For (AB),18.2,5319.019429,479.7811606,0.010329668
UZ For (AB) c,Confirmed,1900,2.8,UZ For (AB),18.2,5319.019429,479.7811606,0.010329668
WASP-107 b,Confirmed,5.72149,0.055,WASP-107,11.6,4430,479.7811606,4.50906381
WASP-107 c,Confirmed,1088,23.20727704,WASP-107,11.6,4430,479.7811606,4.50906381
WASP-126 b,Confirmed,3.2888,0.0449,WASP-126,10.8,5800,234,2.240947668
WASP-126 c,Confirmed,7.63,23.20727704,WASP-126,10.8,5800,234,2.240947668
